scheme,phase_code,phase_order,group_id,group_label,presence_count,phase_known_geo_total,phase_share
watersystem_x_unit_basin_x_landform,Jo,2,B_830306_21_LF_CLASS::氾濫平野・海岸平野,鶴見川 / basin 21 / 氾濫平野・海岸平野,6,3655,0.0016415868673050615
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_40_LF_CLASS::山地斜面等,荒川 / basin 40 / 山地斜面等,5,3655,0.0013679890560875513
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_54_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 54 / 氾濫平野・海岸平野,5,3655,0.0013679890560875513
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_67_LF_CLASS::凹地・浅い谷,荒川 / basin 67 / 凹地・浅い谷,5,3655,0.0013679890560875513
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_69_LF_CLASS::山地斜面等,荒川 / basin 69 / 山地斜面等,5,3655,0.0013679890560875513
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_27_LF_CLASS::台地・段丘,多摩川 / basin 27 / 台地・段丘,5,3655,0.0013679890560875513
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_30_LF_CLASS::山麓堆積地形,多摩川 / basin 30 / 山麓堆積地形,5,3655,0.0013679890560875513
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_32_LF_CLASS::山地斜面等,多摩川 / basin 32 / 山地斜面等,5,3655,0.0013679890560875513
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_35_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 35 / 氾濫平野・海岸平野,5,3655,0.0013679890560875513
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_43_LF_CLASS::山地斜面等,多摩川 / basin 43 / 山地斜面等,5,3655,0.0013679890560875513
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_50_LF_CLASS::台地・段丘,多摩川 / basin 50 / 台地・段丘,5,3655,0.0013679890560875513
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_52_LF_CLASS::台地・段丘,多摩川 / basin 52 / 台地・段丘,5,3655,0.0013679890560875513
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_75_LF_CLASS::台地・段丘,多摩川 / basin 75 / 台地・段丘,5,3655,0.0013679890560875513
watersystem_x_unit_basin_x_landform,Jo,2,B_830306_21_LF_CLASS::台地・段丘,鶴見川 / basin 21 / 台地・段丘,5,3655,0.0013679890560875513
watersystem_x_unit_basin_x_landform,Jo,2,B_unknown_0_LF_CLASS::凹地・浅い谷,古川・目黒川・立会川・呑川 / basin 0 / 凹地・浅い谷,5,3655,0.0013679890560875513
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_16_LF_CLASS::台地・段丘,荒川 / basin 16 / 台地・段丘,4,3655,0.001094391244870041
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_26_LF_CLASS::山地斜面等,荒川 / basin 26 / 山地斜面等,4,3655,0.001094391244870041
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_37_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 37 / 氾濫平野・海岸平野,4,3655,0.001094391244870041
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_40_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 40 / 氾濫平野・海岸平野,4,3655,0.001094391244870041
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_51_LF_CLASS::台地・段丘,荒川 / basin 51 / 台地・段丘,4,3655,0.001094391244870041
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_54_LF_CLASS::凹地・浅い谷,荒川 / basin 54 / 凹地・浅い谷,4,3655,0.001094391244870041
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_83_LF_CLASS::山地斜面等,荒川 / basin 83 / 山地斜面等,4,3655,0.001094391244870041
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_87_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 87 / 氾濫平野・海岸平野,4,3655,0.001094391244870041
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_18_LF_CLASS::凹地・浅い谷,多摩川 / basin 18 / 凹地・浅い谷,4,3655,0.001094391244870041
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_24_LF_CLASS::山地斜面等,多摩川 / basin 24 / 山地斜面等,4,3655,0.001094391244870041
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_26_LF_CLASS::台地・段丘,多摩川 / basin 26 / 台地・段丘,4,3655,0.001094391244870041
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_37_LF_CLASS::台地・段丘,多摩川 / basin 37 / 台地・段丘,4,3655,0.001094391244870041
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_38_LF_CLASS::台地・段丘,多摩川 / basin 38 / 台地・段丘,4,3655,0.001094391244870041
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_73_LF_CLASS::台地・段丘,多摩川 / basin 73 / 台地・段丘,4,3655,0.001094391244870041
watersystem_x_unit_basin_x_landform,Jo,2,B_130000_3_LF_CLASS::凹地・浅い谷,名称不明 / basin 3 / 凹地・浅い谷,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_130000_4_LF_CLASS::山地斜面等,名称不明 / basin 4 / 山地斜面等,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_130000_4_LF_CLASS::後背低地・湿地,名称不明 / basin 4 / 後背低地・湿地,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_130000_5_LF_CLASS::崖・段丘崖,名称不明 / basin 5 / 崖・段丘崖,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_130000_5_LF_CLASS::後背低地・湿地,名称不明 / basin 5 / 後背低地・湿地,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_139_LF_CLASS::山地斜面等,荒川 / basin 139 / 山地斜面等,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_161_LF_CLASS::台地・段丘,荒川 / basin 161 / 台地・段丘,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_25_LF_CLASS::砂州・砂丘,荒川 / basin 25 / 砂州・砂丘,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_39_LF_CLASS::山地斜面等,荒川 / basin 39 / 山地斜面等,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_42_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 42 / 氾濫平野・海岸平野,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_47_LF_CLASS::凹地・浅い谷,荒川 / basin 47 / 凹地・浅い谷,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_47_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 47 / 氾濫平野・海岸平野,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_51_LF_CLASS::山地斜面等,荒川 / basin 51 / 山地斜面等,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_53_LF_CLASS::台地・段丘,荒川 / basin 53 / 台地・段丘,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_67_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 67 / 氾濫平野・海岸平野,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_13_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 13 / 氾濫平野・海岸平野,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_19_LF_CLASS::凹地・浅い谷,多摩川 / basin 19 / 凹地・浅い谷,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_24_LF_CLASS::台地・段丘,多摩川 / basin 24 / 台地・段丘,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_28_LF_CLASS::台地・段丘,多摩川 / basin 28 / 台地・段丘,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_31_LF_CLASS::台地・段丘,多摩川 / basin 31 / 台地・段丘,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_35_LF_CLASS::山麓堆積地形,多摩川 / basin 35 / 山麓堆積地形,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_36_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 36 / 氾濫平野・海岸平野,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_3_LF_CLASS::山地斜面等,多摩川 / basin 3 / 山地斜面等,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_42_LF_CLASS::山地斜面等,多摩川 / basin 42 / 山地斜面等,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_44_LF_CLASS::台地・段丘,多摩川 / basin 44 / 台地・段丘,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_51_LF_CLASS::台地・段丘,多摩川 / basin 51 / 台地・段丘,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_55_LF_CLASS::台地・段丘,多摩川 / basin 55 / 台地・段丘,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_5_LF_CLASS::台地・段丘,多摩川 / basin 5 / 台地・段丘,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830306_17_LF_CLASS::台地・段丘,鶴見川 / basin 17 / 台地・段丘,3,3655,8.207934336525308e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_130000_2_LF_CLASS::山地斜面等,名称不明 / basin 2 / 山地斜面等,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_130000_4_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 4 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_130000_5_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 5 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_140013_19_LF_CLASS::氾濫平野・海岸平野,境川 / basin 19 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_139_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 139 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_158_LF_CLASS::台地・段丘,荒川 / basin 158 / 台地・段丘,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_15_LF_CLASS::台地・段丘,荒川 / basin 15 / 台地・段丘,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_15_LF_CLASS::砂州・砂丘,荒川 / basin 15 / 砂州・砂丘,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_26_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 26 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_27_LF_CLASS::砂州・砂丘,荒川 / basin 27 / 砂州・砂丘,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_37_LF_CLASS::山地斜面等,荒川 / basin 37 / 山地斜面等,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_39_LF_CLASS::崖・段丘崖,荒川 / basin 39 / 崖・段丘崖,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_40_LF_CLASS::凹地・浅い谷,荒川 / basin 40 / 凹地・浅い谷,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_53_LF_CLASS::山地斜面等,荒川 / basin 53 / 山地斜面等,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_56_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 56 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_61_LF_CLASS::凹地・浅い谷,荒川 / basin 61 / 凹地・浅い谷,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_63_LF_CLASS::台地・段丘,荒川 / basin 63 / 台地・段丘,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_69_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 69 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_70_LF_CLASS::凹地・浅い谷,荒川 / basin 70 / 凹地・浅い谷,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_77_LF_CLASS::台地・段丘,荒川 / basin 77 / 台地・段丘,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_79_LF_CLASS::凹地・浅い谷,荒川 / basin 79 / 凹地・浅い谷,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_79_LF_CLASS::台地・段丘,荒川 / basin 79 / 台地・段丘,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_80_LF_CLASS::凹地・浅い谷,荒川 / basin 80 / 凹地・浅い谷,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_86_LF_CLASS::山麓堆積地形,荒川 / basin 86 / 山麓堆積地形,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_12_LF_CLASS::凹地・浅い谷,多摩川 / basin 12 / 凹地・浅い谷,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_14_LF_CLASS::凹地・浅い谷,多摩川 / basin 14 / 凹地・浅い谷,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_14_LF_CLASS::山地斜面等,多摩川 / basin 14 / 山地斜面等,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_16_LF_CLASS::山地斜面等,多摩川 / basin 16 / 山地斜面等,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_16_LF_CLASS::崖・段丘崖,多摩川 / basin 16 / 崖・段丘崖,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_19_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 19 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_20_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 20 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_32_LF_CLASS::台地・段丘,多摩川 / basin 32 / 台地・段丘,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_33_LF_CLASS::凹地・浅い谷,多摩川 / basin 33 / 凹地・浅い谷,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_34_LF_CLASS::凹地・浅い谷,多摩川 / basin 34 / 凹地・浅い谷,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_34_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 34 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_37_LF_CLASS::山地斜面等,多摩川 / basin 37 / 山地斜面等,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_39_LF_CLASS::台地・段丘,多摩川 / basin 39 / 台地・段丘,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_40_LF_CLASS::凹地・浅い谷,多摩川 / basin 40 / 凹地・浅い谷,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_44_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 44 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_46_LF_CLASS::山地斜面等,多摩川 / basin 46 / 山地斜面等,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_48_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 48 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_49_LF_CLASS::山地斜面等,多摩川 / basin 49 / 山地斜面等,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_51_LF_CLASS::山地斜面等,多摩川 / basin 51 / 山地斜面等,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830305_72_LF_CLASS::台地・段丘,多摩川 / basin 72 / 台地・段丘,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830306_16_LF_CLASS::山麓堆積地形,鶴見川 / basin 16 / 山麓堆積地形,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830306_16_LF_CLASS::水部,鶴見川 / basin 16 / 水部,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830306_16_LF_CLASS::自然堤防,鶴見川 / basin 16 / 自然堤防,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830306_19_LF_CLASS::台地・段丘,鶴見川 / basin 19 / 台地・段丘,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830306_19_LF_CLASS::氾濫平野・海岸平野,鶴見川 / basin 19 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830306_20_LF_CLASS::水部,鶴見川 / basin 20 / 水部,2,3655,5.471956224350205e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_120000_6_LF_CLASS::台地・段丘,名称不明 / basin 6 / 台地・段丘,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_130000_1_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 1 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_130000_2_LF_CLASS::凹地・浅い谷,名称不明 / basin 2 / 凹地・浅い谷,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_130000_2_LF_CLASS::台地・段丘,名称不明 / basin 2 / 台地・段丘,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_130000_2_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 2 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_130000_5_LF_CLASS::山地斜面等,名称不明 / basin 5 / 山地斜面等,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_130000_5_LF_CLASS::水部,名称不明 / basin 5 / 水部,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_140013_17_LF_CLASS::水部,境川 / basin 17 / 水部,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_140013_19_LF_CLASS::台地・段丘,境川 / basin 19 / 台地・段丘,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830303_390_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 390 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830303_478_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 478 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830303_517_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 517 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_14_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 14 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_15_LF_CLASS::自然堤防,荒川 / basin 15 / 自然堤防,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_16_LF_CLASS::凹地・浅い谷,荒川 / basin 16 / 凹地・浅い谷,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_16_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 16 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_194_LF_CLASS::台地・段丘,荒川 / basin 194 / 台地・段丘,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_194_LF_CLASS::山地斜面等,荒川 / basin 194 / 山地斜面等,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_25_LF_CLASS::崖・段丘崖,荒川 / basin 25 / 崖・段丘崖,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_25_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 25 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_26_LF_CLASS::崖・段丘崖,荒川 / basin 26 / 崖・段丘崖,1,3655,2.7359781121751026e-4
watersystem_x_unit_basin_x_landform,Jo,2,B_830304_27_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 27 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
